name,symmary,link,program_type,program_overview,program_duration,program_requirements,program_fees
Computer Science BSc (Hons),Study our BSc (Hons) Computer Science degree to prepare yourself for a career in the digital age. It's full-time with an optional placement year. Learn more.,https://www.lboro.ac.uk/study/undergraduate/courses/computer-science-bsc/,Undergraduate study,"Our BCS-accredited Computer Science degree equips you with practical and theoretical computer science skills that are highly sought-after across a range of industries.
Computer technology pervades almost every aspect of our modern lives - from the increasingly sophisticated electronic devices and software applications we use to the way we gather, store, process and analyse data. We are living in a powerful digital age with new technological advances on the horizon.
Computer Science graduates with up-to-the-minute skills and abilities are therefore in high demand across a diverse range of industries. Our BSc in Computer Science course can equip you with the practical and theoretical skills needed to pursue the challenging and rewarding careers that exist in computing.
This British Computer Society (BCS)-accredited course provides you with a strong foundation in the critical areas of computer science, with core modules in such areas as logic, programming and software engineering, while also giving you the opportunity to tailor the degree to your own strengths, interests and career aspirations through specialised optional modules covering areas like robotics and network security. You will conduct your own research project supervised by a member of our academic staff.
You can choose to add additional value to your degree by taking the placement year option and spending a year on professional placement gaining work experience that could give you a competitive edge in the graduate jobs market.
What's the difference between MSci and BSc?
The BSc Computer Science degree will provide a thorough grounding in the critical areas of the subject and enable you to develop skills and knowledge sought by employers in diverse industries. The Masters in Science (MSci) degree provides an ideal preparation for research and development work in industry or for a PhD and is designed to create leaders in the subject area by giving in-depth experience of cutting edge research.
Computer Science MSci",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Computer Science MSci (Hons),Study our MSci (Hons) Computer Science degree to prepare yourself for a career in the digital age. It's full-time with an optional placement year. Learn more.,https://www.lboro.ac.uk/study/undergraduate/courses/computer-science-msci/,Undergraduate study,"Our BCS-accredited MSci in Computer Science equips you with practical and theoretical computer science skills that are highly sought-after across a range of industries.
Computer technology pervades almost every aspect of our modern lives - from the increasingly sophisticated electronic devices and software applications we use to the way we gather, store, process and analyse data. We are living in a powerful digital age with new technological advances on the horizon.
Computer Science graduates with up-to-the-minute skills and abilities are therefore in high demand across a diverse range of industries. Our MSci in Computer Science course can equip you with the practical and theoretical skills needed to pursue the challenging and rewarding careers that exist in computing.
This British Computer Society (BCS)-accredited course provides you with a strong foundation in the critical areas of computer science, with core modules in such areas as logic, programming and software engineering, while also giving you the opportunity to tailor the degree to your own strengths, interests and career aspirations through specialised optional modules covering areas like robotics and network security. You will conduct your own research project supervised by a member of our academic staff.
The final year of the MSci provides you with substantial research experience (a thesis and a group project).
You can choose to add further value to your degree by taking the placement year option and spending a year on professional placement gaining work experience that could give you a competitive edge in the graduate jobs market.
What's the difference between MSci and BSc?
The BSc will provide a thorough grounding in the critical areas of the subject and enable you to develop skills and knowledge sought by employers in diverse industries. The Masters in Science (MSci) degree provide an ideal preparation for research and development work in industry or for a PhD and is designed to create leaders in the subject area by giving in-depth experience of cutting edge research.
Computer Science BSc",5 years full-time with placement year or 4 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Computing and Management BSc (Hons),This BSc (Hons) degree is divided between computing and management subjects and is taught in conjunction with the highly-rated School of Business and Economics. Full-time with an optional placement year. Learn more.,https://www.lboro.ac.uk/study/undergraduate/courses/computing-and-management-bsc/,Undergraduate study,"Our BSc (Hons) Computing and Management degree provides excellent preparation for a challenging and rewarding career, offering a high level of knowledge and practical skills in both computing and management.
In today's technology and data-driven business environment many opportunities exist for graduates with expertise in computing, business knowledge and management skills.
Our BSc degree in Computing and Management has been informed by our links to industry and is co-taught by staff within the highly-ranked School of Business and Economics.
The course is approximately evenly divided between computing and management subjects, providing you with coverage of the key capabilities in software engineering, databases, programming and networking, as well as equipping you with essential skills for business and management such as marketing, operations management and accounting.
As such this degree would make excellent preparation for anyone wishing to pursue graduate-level employment in Information Technology or management roles in any sector where combined business acumen and technical expertise would be advantageous.
The BSc has partial accreditation for Chartered IT Professional (CITP) status from the British Computer Society.
As a student within the Department of Computer Science you will benefit from access to excellent learning resources and state-of-the-art facilities.
Note: Our Computing and Management degree and Information Technology Management for Business (ITMB) degree are very similar with most taught modules being common to the two courses. The essential difference is that the ITMB course is specified and endorsed by the companies of Tech Partnership Degrees. The strength of the Computing and Management course, however, is that it allows for more flexibility when choosing the project in Year 3/4.
What's the difference between MSci and BSc?
The BSc will provide a thorough grounding in the critical areas of the subject and enable you to develop skills and knowledge sought by employers in diverse industries. The Masters in Science (MSci) degree provide an ideal preparation for research and development work in industry or for a PhD and is designed to create leaders in the subject area by giving in-depth experience of cutting edge research.
Computing and Management MSci",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Computing and Management MSci (Hons),This MSci (Hons) degree is divided between computing and management subjects and is taught in conjunction with the highly-rated School of Business and Economics. Full-time with an optional placement year. Learn more.,https://www.lboro.ac.uk/study/undergraduate/courses/computing-and-management-msci/,Undergraduate study,"Our MSci Computing and Management degree provides excellent preparation for a challenging and rewarding career, offering a high level of knowledge and practical skills in both computing and management.
In today's technology and data-driven business environment many opportunities exist for graduates with expertise in computing, business knowledge and management skills.
Our MSci in Computing and Management has been informed by our links to industry and is co-taught by staff within the highly-ranked School of Business and Economics.
The course is approximately evenly divided between computing and management subjects, providing you with coverage of the key capabilities in software engineering, databases, programming and networking, as well as equipping you with essential skills for business and management such as marketing, operations management and accounting.
As such this degree would make excellent preparation for anyone wishing to pursue graduate-level employment in Information Technology or management roles in any sector where combined business acumen and technical expertise would be advantageous.
This course has full accreditation for Chartered IT Professional (CITP) status from the British Computer Society.
The MSci final year provides a broad understanding and study of entrepreneurship, leadership and management, plus a significant, research-based individual project conducted with a member of academic staff.
Note: Our Computing and Management degree and Information Technology Management for Business (ITMB) degree are very similar with most taught modules being common to the two courses. The essential difference is that the ITMB course is specified and endorsed by the companies of Tech Partnership Degrees. The strength of the Computing and Management course, however, is that it allows for more flexibility when choosing the project in Year 3/4.
What's the difference between MSci and BSc?
The BSc will provide a thorough grounding in the critical areas of the subject and enable you to develop skills and knowledge sought by employers in diverse industries. The Masters in Science (MSci) degree provide an ideal preparation for research and development work in industry or for a PhD and is designed to create leaders in the subject area by giving in-depth experience of cutting edge research.
Computing and Management BSc",5 years full-time with placement year or 4 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Construction Engineering Management BSc (Hons),The BSc in Construction Engineering Management is a four-year sandwich course fully accredited by the Chartered Institute of Building (CIOB).,https://www.lboro.ac.uk/study/undergraduate/courses/construction-engineering-management/,Undergraduate study,"Our Construction Engineering Management course provides the best foundation for a career in construction project management, providing the underpinning technical and managerial knowledge and transferable skills.
Society requires an integrated built environment in which buildings and infrastructure work together to support our evolving ways of life. This requires the multitude of construction professions to be adept at forming project teams that integrate expertise to provide solutions that work. Our School reflects the need for this integration in the interactions amongst our courses.
Construction Engineering Management students understand each profession’s perspective on what the built environment should be and how it is best created during the design and construction phases, and how it is operated in the long term. Our approach to learning helps our graduates understand the other professions they will be working with, giving them the ability to integrate well into the construction sector so they can excel in multidisciplinary teams.
This course is actively supported by the Loughborough Construction Consortium. These companies offer sponsorship, work placements and graduate jobs for students, and enable practical experience in the form of site visits and guest speakers.
School of Architecture, Building and Civil Engineering
Discover what it's like to study in an integrated School where students across different disciplines that make up the built environment work together on projects that mimic real-life workplace scenarios.",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Criminology and Sociology BSc (Hons),"The Criminology and Sociology BSc course brings together Criminology and Sociology giving you the unique opportunity to gain both a broader knowledge on how societies operate and change and a more specific understanding of crime, its causes and prevention.",https://www.lboro.ac.uk/study/undergraduate/courses/criminology-and-sociology/,Undergraduate study,"Our BSc Criminology and Sociology degree combines two vibrant subjects to offer both a detailed understanding of crime, its causes and prevention and a broader knowledge of how societies are shaped by social forces relating to power, discrimination and inequality.
The BSc Criminology and Sociology degree brings together core and advanced modules in sociology and criminology to give you a unique ability to understand why the societies we live in are so often characterised by discrimination, conflict and disorder. Through studying social and criminological theory and methods you will learn to explain how society responds to different forms of crime and deviance. The course will teach you to analyse the social world, its composition and the forces that change it, and to apply these skills to understanding the most pressing current social issues relating to key topical areas such as gender, sexuality, race and racism, social class and inequality.
This Criminology and Sociology BSc (Hons) degree is an ideal course for those who have an interest in social justice and social issues and wish to study a diverse range of topics relating to the challenges and opportunities faced by modern societies.",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£22,000
Placement year
Approx. 20% of the full-time fee"
Criminology BSc (Hons),"Our BSc Criminology degree will help you to develop a detailed understanding of the extent and nature of crime and its causes, what the criminal justice system is and how it responds to crime, and the key factors relating to offender rehabilitation.",https://www.lboro.ac.uk/study/undergraduate/courses/criminology/,Undergraduate study,"Our BSc Criminology degree will help you to develop a detailed understanding of the extent and nature of crime and its causes, what the criminal justice system is and how it responds to crime, and the key factors relating to offender rehabilitation.
You will also investigate classic and contemporary approaches to crime prevention, as well as the impact of social problems such as poverty, inequality and social exclusion on criminal behaviour.
Through studying Criminology at Loughborough, you will address some of the most pressing issues facing contemporary societies, such as: Why do people commit particular crimes? What effects does crime have on individuals, communities and society in general? Can crime be reduced or prevented? If so, what role do the police, the criminal justice system and policy makers play in tackling crime and social harm? Can offenders be rehabilitated in society? If so, how? And how can society help (or hinder) the rehabilitation process?
Our Criminology degree brings together theories and methods used to understand crime, deviance and inequality and equips students to critically evaluate the role of policing, criminal justice and offender rehabilitation in addressing the impact of crime on society. Throughout the course you will explore issues of social justice and learn about the ways in which crime and criminal justice policy and practice can be used to support and protect, but also further marginalise some of the most vulnerable groups in society.",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£22,000
Placement year
Approx. 20% of the full-time fee"
Design BA (Hons),"The BA Design (Hons) degree is a multi-disciplinary course involving the design and experience of products, service systems, and spaces.",https://www.lboro.ac.uk/study/undergraduate/courses/design/,Undergraduate study,"Our Design BA (Hons) degree is a multi-disciplinary course focused on the design of products, experiences, and environments.
By choosing this course students have the flexibility to engage in a range of activities across industrial design, experience design and environments design, before finally choosing one to specialise in.
The Design BA is highly creative and intellectually stimulating, encouraging students to experiment with independent design judgement and creative risk taking. It is a great option for those who would like to explore industrial, experience, and environments design before specialising.
The course aims to educate designers as responsible and persuasive facilitators of change within their chosen specialism. We inspire our students to develop a wide range of skills and knowledge while nurturing them to become highly successful and responsible designers. Graduates will enter the workplace as empathic and creative instigators of responses to future design challenges.",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Economics and Management BSc (Hons),"Our BSc (Hons) Economics and Management degree opens up a wide range of careers in consultancy, management or as an economist by equipping you with a robust understanding of both management and economics. Find out more.",https://www.lboro.ac.uk/study/undergraduate/courses/economics-and-management/,Undergraduate study,"Our BSc (Hons) Economics and Management degree opens up a wide range of careers in consultancy, management or as an economist by equipping you with a robust understanding of both management and economics.
Our Economics and Management degree contains all the essential modules of an economics degree jointly with the core business and management modules you will need to understand how organisations behave, compete and implement change both internally and externally.
This degree includes an optional year on placement or studying abroad which will help you stand out to employers and equip you for a wide range of rewarding careers. You will be taught by leading academics in their field who apply the latest research insights and professional best practice to their teaching.
This highly flexible course offers a large choice of optional modules in more specialist subjects, especially in your final year. This enables you to tailor your degree to match your career aspirations.
Skills for employability is a key part of the Loughborough experience and can really boost your job prospects, and this degree has a module specifically built in to help you develop your study and employability skills.",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£24,000
Placement year
Approx. 20% of the full-time fee"
Economics BSc (Hons),Our BSc Economics degree will give you new perspectives on some of the most pressing and challenging problems and choices facing the world today. Find out more.,https://www.lboro.ac.uk/study/undergraduate/courses/economics/,Undergraduate study,"Our BSc Economics degree will give you new perspectives on some of the most pressing and challenging problems and choices facing the world today. With the option of a year on placement or studying abroad, this degree will help you stand out to employers and equip you for a wide range of rewarding careers.
Economics relates to every aspect of our lives, from the decisions we make as individuals to the policies adopted by governments and the products and services offered by companies.
By studying our BSc Economics degree you’ll develop the skills of an economist, equipping you to understand how consumers and firms interact and behave, how government policy affects the economy and how financial systems operate. You will have the opportunity to tailor your degree as well with optional modules in more specialist subjects, especially after your year on placement or studying abroad.
BSc Economics opens up a wide range of careers helping organisations or governments make better informed decisions. For example, economics can help governments devise better policies, help banks and financial institutions make better financial decisions, and help business managers make better pricing, production and investment decisions.
Skills for employability is a key part of the Loughborough experience and can really boost your job prospects, and this degree has a module specifically built in to help you develop your study and employability skills.",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£24,000
Placement year
Approx. 20% of the full-time fee"
Electronic and Computer Systems Engineering BEng (Hons),"Electronic and Computer Systems Engineering (BEng) teaches you to combine digital electronics, microprocessors and software to develop and enable the potential of embedded computer systems. Electronic and Computing Systems Engineers define the hardware, firmware, and software that enable and are implemented within the computer systems.",https://www.lboro.ac.uk/study/undergraduate/courses/electronic-and-computer-systems-engineering-beng/,Undergraduate study,"Electronic and Computer Systems Engineering teaches you to combine digital electronics, microprocessors and software to develop and enable the potential of embedded computer systems.
Embedded systems are found in mobile phones, games consoles, car engine management systems, traffic lights, and wireless routers, to name but a few. Unlike PCs and traditional desktop computers that are designed for multiple tasks, embedded computer systems often have a dedicated function or purpose within a larger electromechanical system, and are often small, rugged and low power. They use microprocessors and microcontrollers, and link to sensors and sensor systems. Electronic and computing systems engineers define the hardware, firmware, and software that enable and are implemented within these embedded computer systems.
The theory of digital electronics and electrical engineering underpins the studies, but complimented and augmented with subjects such as computer architecture and design, programming and embedded software engineering, field-programmable gate arrays (FGPA) design, digital interfacing and development, control and management theory. Like all computers, embedded systems are subject to Moore’s Law, and are increasing in capability, year by year, thus increasing the opportunity for application management and control.
Our course is accredited by the Institution of Engineering and Technology (IET) and will provide you with the digital electronic, microprocessor and software knowledge, tools and experience, to design and implement embedded computer systems in a range of applications, products, environments and industries.
What's the difference between MEng and BEng?
The structure of the first two years are common between the BEng and MEng and provide you with engineering and electrical science core skills, combined with computer systems and programming modules. The application of engineering and electrical science shared with the solution of industrial problems is a strong theme throughout the courses.
The MEng structure is distinct from the BEng course in the third and fourth academic years, providing enhanced opportunities to study your chosen specialist subjects in depth. In addition, MEng students follow extra modules in business management, application of management theory, and design and microprocessor control systems.
Students studying on the BEng course may have opportunity to change to the MEng course if their performance in the first and second year is sufficiently strong.
Electronic and Computer Systems Engineering MEng",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Electronic and Computer Systems Engineering MEng (Hons),"Electronic and Computer Systems Engineering (MEng) teaches you to combine digital electronics, microprocessors and software to develop and enable the potential of embedded computer systems. Electronic and Computing Systems Engineers define the hardware, firmware, and software that enable and are implemented within the computer systems.",https://www.lboro.ac.uk/study/undergraduate/courses/electronic-and-computer-systems-engineering-meng/,Undergraduate study,"Electronic and Computer Systems Engineering teaches you to combine digital electronics, microprocessors and software to develop and enable the potential of embedded computer systems.
Embedded systems are found in mobile phones, games consoles, car engine management systems, traffic lights, and wireless routers, to name but a few. Unlike PCs and traditional desktop computers that are designed for multiple tasks, embedded computer systems often have a dedicated function or purpose within a larger electromechanical system, and are often small, rugged and low power. They use microprocessors and microcontrollers, and link to sensors and sensor systems. Electronic and computing systems engineers define the hardware, firmware, and software that enable and are implemented within these embedded computer systems.
The theory of digital electronics and electrical engineering underpins the studies, but complimented and augmented with subjects such as computer architecture and design, programming and embedded software engineering, field-programmable gate arrays (FGPA) design, digital interfacing and development, control and management theory. Like all computers, embedded systems are subject to Moore’s Law, and are increasing in capability, year by year, thus increasing the opportunity for application management and control.
Our course is accredited by the Institution of Engineering and Technology and will provide you with the digital electronic, microprocessor and software knowledge, tools and experience, to design and implement embedded computer systems in a range of applications, products, environments and industries.
What's the difference between MEng and BEng?
The MEng Electronic and Computer Systems Engineering degree is aimed at the most ambitious of students who wish to develop high-flying careers within different industrial sectors and to become the future leaders of industry in companies concerned with the design, development and application of electronic and computing systems. The MEng course is the preferred route to achieving Chartered Engineer status.
The structure of the first two years are common between the BEng and MEng and provide you with engineering and electrical science core skills, combined with computer systems, programming modules and engineering management. The application of engineering and electrical science shared with the solution of industrial problems is a strong theme throughout the courses.
The MEng structure is distinct from the BEng course in the third and fourth academic years, providing enhanced opportunities to study your chosen specialist subjects in depth. In addition, MEng students follow extra modules in business management, application of management theory, and design and microprocessor control systems.
The MEng courses allow high calibre students to develop their understanding of the role of electronic and computer systems engineering in the industrial context, over and beyond that of the BEng courses.
Electronic and Computer Systems Engineering BEng",5 years full-time with placement year or 4 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Electronic and Electrical Engineering BEng (Hons),"Electronic and Electrical Engineering (BEng) is integral to and embedded in the smooth functioning of our everyday lives. From mobile phones and computing, through to household gadgets, healthcare equipment, automotive and aerospace technology, renewables and on to transport infrastructure, defence and utility provision.",https://www.lboro.ac.uk/study/undergraduate/courses/electronic-and-electrical-engineering-beng/,Undergraduate study,"Electronic and Electrical Engineering is integral to and embedded in the smooth functioning of our everyday lives.
From mobile phones and computing, through to household gadgets, healthcare equipment, automotive and aerospace technology, renewables and transport infrastructure, defence and utility provision, it is impossible to imagine a world without electricity and electronics. A modern integrated circuit may contain several billion miniaturised transistors in a few square centimetres and is capable of doing the most extraordinary things.
Our long-established, Electronic and Electrical Engineering degree is accredited by the Institution of Engineering and Technology (IET) and is very well regarded by employers. This course will provide you with a thorough grounding in the subjects required to invent, design, apply and integrate electrical and electronic components and systems in a range of different industrial sectors.
What's the difference between MEng and BEng?
The structure of the first two years are common between the BEng and MEng and provide you with engineering and electrical science core skills, combined with electronic digital systems and programming modules. The application of engineering and electrical science shared with the solution of industrial problems is a strong theme throughout the courses.
The MEng structure is distinct from the BEng course in the third and fourth academic years, providing enhanced opportunities to study your chosen specialist subjects in depth. In addition, MEng students follow extra modules in business management and application of management theory.
Students studying on the BEng course may have opportunity to change to the MEng course if their performance in the first and second year is sufficiently strong.
Electronic and Electrical Engineering MEng",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Electronic and Electrical Engineering MEng (Hons),"Electronic and Electrical Engineering (MEng) is integral to and embedded in the smooth functioning of our everyday lives. From mobile phones and computing through to household gadgets, healthcare equipment, automotive and aerospace technology, renewables and on to transport infrastructure, defence and utility provision.",https://www.lboro.ac.uk/study/undergraduate/courses/electronic-and-electrical-engineering-meng/,Undergraduate study,"Electronic and Electrical Engineering is integral to and embedded in the smooth functioning of our everyday lives.
From mobile phones and computing through to household gadgets, healthcare equipment, automotive and aerospace technology, renewables and transport infrastructure, defence and utility provision. From the light bulb to the internet, it is impossible to imagine a world without electricity and electronics. A modern integrated circuit may contain several billion miniaturised transistors in a few square centimetres and is capable of doing the most extraordinary things.
Our long-established Electronics and Electrical Engineering degree is accredited by the Institution of Engineering and Technology (IET) and is very well regarded by employers. The course will provide a thorough grounding in the subjects required to invent, design, apply and integrate electrical and electronic components and systems in a range of different industrial sectors.
What's the difference between MEng and BEng?
The MEng Electronic and Electrical Engineering degree is aimed at the most ambitious of students who wish to develop high-flying careers within different industrial sectors and to become the future leaders of industry in companies concerned with the design, development and application of electronic and electrical systems. The MEng course is the preferred route to achieving Chartered Engineer status.
The structure of the first two years are common between the BEng and MEng and provide you with engineering and electrical science core skills, combined with electronic digital systems and programming modules. The application of engineering and electrical science shared with the solution of industrial problems is a strong theme throughout the courses.
The MEng structure is distinct from the BEng course in the third and fourth academic years, providing enhanced opportunities to study your chosen specialist subjects in depth. In addition, MEng students follow extra modules in business management and application of management theory.
The MEng courses allow high calibre students to develop their understanding of the role of electronic and electrical engineering in the industrial context, over and beyond that of the BEng courses.
Electronic and Electrical Engineering BEng",5 years full-time with placement year or 4 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Energy Engineering BEng (Hons),"Our Energy Engineering programme is designed to equip you with the knowledge and transferable skills to face the global challenges of the energy supply crisis, climate change and greenhouse gas emissions.",https://www.lboro.ac.uk/study/undergraduate/courses/energy-engineering-beng/,Undergraduate study,"Our Energy Engineering programme is designed to equip you with the knowledge and transferable skills to face the global challenges of energy supply security, climate change and sustainable development goals.
This interdisciplinary course will expose you to a broad range of opportunities in the energy sector, whilst addressing and understanding the challenges of net zero. This degree programme is underpinned by fundamental engineering and science principles and will provide you with the expertise sought after by employers in the energy sector.
You will develop your understanding of energy services, efficiency, environmental compliance, and sustainable energy technologies. Furthermore, you will gain a comprehensive understanding of the key principles in mechanical and electrical engineering whilst having the opportunity to explore specialist pathways during your final year modules. 
These modules will supply you with the knowledge of recent and potential future evolution of energy systems, focusing on new technologies.",4 years full-time with placement year,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
TBC
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
TBC
Placement year
Approx. 20% of the full-time fee"
